model,mAP50_no_tta,mAP50_95_no_tta,mAP50_tta,mAP50_95_tta,inference_ms,train_minutes
YOLOv8s,0.7333799667214155,0.582883844227068,0.7475630497714781,0.5976053070500911,7.141625446518855,97.82551536162694
