model,mAP50_no_tta,mAP50_95_no_tta,mAP50_tta,mAP50_95_tta,inference_ms
"RT-DETR-R18 (HF, custom loop)",0.5911800265312195,0.4691988527774811,0.619975745677948,0.4814477860927582,22.975951433181763
